CLI,Nbr_Transactions_2025,Montant_Total_2025,Montant_Moyen_2025,Montant_Max_2024,NCP,CPT_AGENCE_CODE,CLIENT_MARCHE,utilise_mobile_banking_2025,CSP_2025,Segment_NMR_2025,CLIENT_SPEC_LIB_2025,CLT_SECTEUR_ACTIVITE_LIB_2025,Nbr_Cheques_2024,Montant_Cheques_2025,Plafond_Chequier_2025,Ratio_Cheques_Paiements_2025,NBRE_TRANSACTIONS_2024,MONTANT_TOTAL_2024,MONTANT_MOYEN_2024,MONTANT_MAX_2024,NCP_client,AGENCE_COMPTE,MARCHE,utilise_mobile_banking_2024,CSP_2024,Segment_NMR_2024,CLIENT_SPEC_LIB_2024,CLT_SECTEUR_ACTIVITE_LIB_2024,NBRE_CHQ_COMPENSES_2024,MONTANT_CHQ_COMPENSES_2024,MONTANT_MAX_CHQ_2024,NBRE_PREAVIS,NBRE_CNP,NBRE_CNP_INCIDENT,AUTORISATION,NBRE_CHEQUIERS_OCTROYES_2024,NBRE_CHEQUES_OCTROYES_2024,NBRE_CHEQUES_EN_CIRCULATION,Ecart_Nbr_Cheques_2024_2025,Ecart_Montant_Max_2024_2025,A_Demande_Derogation,Derogation_Acceptee,hist_transaction_count,hist_total_amount,hist_avg_amount,hist_preferred_method,curr_transaction_count,curr_total_amount,curr_avg_amount,curr_preferred_method,transaction_frequency_change,avg_amount_change,method_changed,Revenu_Estime,Nombre_Methodes_Paiement,Montant_Moyen_Cheque,Montant_Moyen_Alternative,Target_Nbr_Cheques_Futur,Target_Montant_Max_Futur,CSP,Segment_NMR,CLT_SECTEUR_ACTIVITE_LIB,Utilise_Mobile_Banking
026092c0,24,1557726.69,64905.27875,114082.81,87634435a9,25.0,PME,False,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,2.0,190099.22999999998,100768.29,0.08333333333333333,28,1463290.59,52260.378214285716,93883.91,87634435a9,25.0,PRO,False,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,15.0,758327.56,93883.91,1,1,0,1805.6258311857086,1,25,10.0,-13.0,20198.899999999994,0,0.0,28,1463290.59,52260.37821428572,Chèque,24,1557726.69,64905.27875,Carte bancaire,-4,12644.90053571428,True,72890.23976926318,3,68449.686,51924.223,0,149333.19391224635,0,0,0,0
0263dceb,29,1872776.25,64578.49137931035,112915.17,c62e494dc5,33.0,TRE,True,RETRAITE,S4 Avenir,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,0.0,0.0,0.0,0.0,25,1206212.7,48248.508,95912.71,c62e494dc5,33.0,Particuliers,True,RETRAITE,S4 Avenir,Unknown,ACTIV FINANCIÈRES ET ASSURANCE,8.0,484475.24,95912.71,0,0,0,30222.219122870436,1,25,17.0,-8.0,17002.459999999992,0,0.0,25,1206212.7,48248.508,Carte bancaire,29,1872776.25,64578.49137931035,Carte bancaire,4,16329.983379310346,False,99883.63493795772,3,67749.102,51662.79310344828,0,157308.76757181203,0,0,0,0
0270646c,12,945585.5,78798.79166666667,109985.95,3276fd20e5,9.0,PRO,False,COMMERCANT,S4 Avenir,Unknown,HÉBERGEMENT ET RESTAURATION,2.0,219971.9,109985.95,0.16666666666666666,22,722037.2999999999,32819.877272727266,92300.87,8982d2f921,9.0,PRO,True,COMMERCANT,S4 Avenir,Unknown,HÉBERGEMENT ET RESTAURATION,8.0,196795.16,66377.8,1,0,0,35820.62920559765,1,25,17.0,-6.0,43608.149999999994,1,1.0,22,722037.2999999999,32819.877272727266,Chèque,12,945585.5,78798.79166666667,Carte bancaire,-10,45978.914393939405,True,53472.198631713225,2,65991.56999999999,63039.03333333334,1,150895.3905196157,0,0,0,0
0276f3d8,20,1021598.04,51079.902,99178.48,e0027f5c49,121.0,PME,True,TRE SALARIE,CLIENT INACTIF,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,36,2082771.8599999999,57854.773888888885,97763.51,e0027f5c49,121.0,Particuliers,False,TRE SALARIE,CLIENT INACTIF,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,18.0,1158233.46,97763.51,0,1,0,4339.264559574663,1,25,7.0,-18.0,1414.9700000000012,1,0.0,36,2082771.86,57854.773888888885,Chèque,20,1021598.04,51079.902,Agence,-16,-6774.871888888883,True,59365.42384716203,3,59507.087999999996,40863.9216,0,125302.30336362465,0,0,0,0
0286c711,22,1343075.87,61048.90318181819,104855.87,b062cc6eb8,111.0,GEI,False,TRE SALARIE,S4 Avenir,Unknown,CONSTRUCTION,0.0,0.0,0.0,0.0,27,1006646.39,37283.19962962963,94564.98,b062cc6eb8,111.0,TPE,True,TRE SALARIE,S4 Avenir,Unknown,CONSTRUCTION,11.0,469170.2,83210.54,0,0,0,32245.925557792114,1,25,14.0,-11.0,21645.33,0,0.0,27,1006646.39,37283.19962962963,Chèque,22,1343075.87,61048.90318181819,Virement,-5,23765.703552188563,True,90240.04073349082,5,62913.522,48839.12254545456,0,144843.40439404192,0,0,0,0
02890d2a,7,264966.73,37852.39,85609.18,eae2d98fd1,166.0,GEI,False,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,25,1144926.95,45797.078,98653.57,eae2d98fd1,166.0,TPE,True,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,INDUSTRIE MANUFACTURIÈRE,10.0,452309.0,94549.28,2,0,1,16696.841005643077,1,25,15.0,-10.0,-8940.100000000006,0,0.0,25,1144926.95,45797.078,Chèque,7,264966.73,37852.39,Carte bancaire,-18,-7944.688000000002,True,70718.93125440361,5,51365.507999999994,30281.912,0,102475.54806657872,0,0,0,0
02b1f916,7,351762.39,50251.770000000004,117685.03,4be4403231,110.0,GEI,True,RENTIER,S5 Univers,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,0.0,0.0,0.0,0.0,13,514731.02,39594.693846153845,75635.88,4be4403231,110.0,TPE,False,RENTIER,S5 Univers,BANQUE DIGITALE,SANTÉ HUMAINE ET ACTION SOCIAL,4.0,209844.72,65245.47,0,0,0,41118.450508940696,1,25,21.0,-4.0,52439.56,0,0.0,13,514731.02,39594.693846153845,Chèque,7,351762.39,50251.77,Virement,-6,10657.07615384616,True,64581.56250149568,7,70611.018,40201.416000000005,0,162137.80378980888,0,0,0,0
02c4a69c,3,135853.86,45284.619999999995,86105.73,0435d2886c,58.0,PRO,False,TRE SANS PROFFESION,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,28,1458635.59,52094.128214285716,99406.81,0435d2886c,58.0,GEI,True,TRE SANS PROFFESION,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,14.0,686768.1799999999,98837.54,0,0,0,4263.225013621113,1,25,11.0,-14.0,-12731.809999999998,0,0.0,28,1458635.59,52094.12821428572,Chèque,3,135853.86,45284.62,Carte bancaire,-25,-6809.508214285721,True,38954.61624446221,2,51663.437999999995,36227.695999999996,0,92970.9431226835,0,0,0,0
02d84ef0,21,1284906.37,61186.01761904763,112457.89,2e83c61323,57.0,TPE,False,SALARIE CADRE MOYEN,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,3.0,105060.45999999999,42585.87,0.14285714285714285,6,265385.86,44230.97666666666,88617.77,2e83c61323,57.0,GEI,True,SALARIE CADRE MOYEN,S2 Premium,Unknown,AUTRES ACTIVITÉS DE SERVICES,2.0,89374.16,50830.99,0,0,0,1869.3388571194348,1,25,23.0,1.0,61626.9,0,0.0,6,265385.86,44230.97666666666,Agence,21,1284906.37,61186.01761904763,Carte bancaire,15,16955.040952380965,True,52830.43354000466,5,67474.734,48948.81409523811,3,154005.7327903737,0,0,0,0
02de4e25,8,407728.02,50966.0025,112600.72,4f5dee7107,33.0,GEI,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,5,190049.22999999998,38009.846,63607.7,4f5dee7107,33.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,1.0,63432.95,63432.95,0,0,0,7783.691975540119,1,25,24.0,-1.0,49167.770000000004,1,1.0,5,190049.23,38009.846,Agence,8,407728.02,50966.0025,Carte bancaire,3,12956.156500000005,True,64007.70234892064,1,67560.432,40772.802,1,160589.33992658273,0,0,0,0
02e55e59,19,1487459.97,78287.36684210526,116620.71,45cb49b4da,28.0,Particuliers,True,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ENSEIGNEMENT,0.0,0.0,0.0,0.0,22,1161395.51,52790.705,99592.4,45cb49b4da,28.0,TPE,True,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ENSEIGNEMENT,9.0,498560.78,88604.12,0,0,0,38343.34198530028,1,25,16.0,-9.0,28016.59000000001,0,0.0,22,1161395.51,52790.705,Chèque,19,1487459.97,78287.36684210526,Carte bancaire,-3,25496.66184210525,True,42992.982576857125,3,69972.426,62629.893473684206,0,142943.11094283534,0,0,0,0
02eb502f,11,696132.01,63284.72818181818,116089.39,1edacab259,51.0,GEI,True,RETRAITE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,1.0,37680.59,37680.59,0.09090909090909091,1,5594.73,5594.73,5594.73,1edacab259,51.0,GEI,True,RETRAITE,S2 Premium,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0,0,0,3384.7881054808404,1,25,25.0,1.0,116089.39,0,0.0,1,5594.73,5594.73,Carte bancaire,11,696132.01,63284.72818181818,Carte bancaire,10,57689.99818181818,False,76985.39115902095,3,69653.63399999999,50627.782545454545,1,189644.01776043593,0,0,0,0
02efae80,1,83634.74,83634.74,83634.74,d2135ba726,192.0,GEI,True,PME,A Developper Flux,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,5,360179.94,72035.988,87850.08,d2135ba726,192.0,PRO,True,PME,A Developper Flux,Unknown,AUTRES ACTIVITÉS DE SERVICES,2.0,158973.16999999998,87850.08,1,0,0,25812.179082163944,1,25,23.0,-2.0,-4215.3399999999965,0,0.0,5,360179.94,72035.988,Carte bancaire,1,83634.74,83634.74,QR Code / TuniPay,-4,11598.752000000008,True,67885.08353826504,3,50180.844000000005,66907.792,0,101009.15033062808,0,0,0,0
02f373d0,9,717298.25,79699.80555555556,117002.83,b4c9516bef,141.0,PRO,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,1.0,37745.71,37745.71,0.1111111111111111,14,543767.04,38840.50285714286,88574.53,b4c9516bef,141.0,Particuliers,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,SANTÉ HUMAINE ET ACTION SOCIAL,7.0,330273.08,88574.53,0,0,0,39306.59868228152,1,25,18.0,-6.0,28428.300000000003,0,0.0,14,543767.04,38840.50285714286,Chèque,9,717298.25,79699.80555555556,Agence,-5,40859.3026984127,True,51080.61217355237,2,70201.698,63759.844444444454,0,146905.37557518034,0,0,0,0
02fa667e,30,1901282.53,63376.08433333333,119796.76,20eaad9bab,40.0,PME,True,SALARIE HAUT CADRE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,0.0,0.0,0.0,0.0,30,1394738.89,46491.29633333333,97532.75,20eaad9bab,40.0,GEI,False,SALARIE HAUT CADRE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,9.0,532688.34,88123.47,0,0,0,2544.20839765101,1,25,16.0,-9.0,31673.289999999994,0,0.0,30,1394738.89,46491.29633333333,Carte bancaire,30,1901282.53,63376.08433333333,Carte bancaire,0,16884.788,False,77789.93165315488,4,71878.056,50700.86746666667,0,162825.88263989522,0,0,0,0
0314784b,10,706681.71,70668.171,111206.73,55932955ba,226.0,PME,False,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,18,976610.64,54256.14666666667,93033.95,55932955ba,226.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INFORMATION ET COMMUNICATION,5.0,258755.73,76674.96,0,0,0,13433.569939690087,1,25,20.0,-5.0,34531.76999999999,0,0.0,18,976610.64,54256.14666666667,Carte bancaire,10,706681.71,70668.171,Carte bancaire,-8,16412.024333333335,False,52943.87178023845,6,66724.038,56534.5368,0,143020.22278395668,0,0,0,0
0316c364,12,753615.0,62801.25,113630.11,01cd18c710,64.0,TRE,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,7,316412.24,45201.74857142857,95634.66,01cd18c710,64.0,PRO,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,INFORMATION ET COMMUNICATION,5.0,236182.26,95634.66,0,2,0,4739.607758640752,1,25,20.0,-5.0,17995.449999999997,1,1.0,7,316412.24,45201.74857142857,Chèque,12,753615.0,62801.25,Carte bancaire,5,17599.501428571428,True,75200.87205860116,2,68178.06599999999,50241.0,0,155118.97761444622,0,0,0,0
034f019a,11,545478.91,49588.99181818182,109644.63,e35ddfa01a,228.0,PME,False,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,8,424206.57999999996,53025.822499999995,84417.87,e35ddfa01a,228.0,GEI,True,SALARIE AGENT D EXECUTION,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,3.0,120599.72,73259.51,0,0,1,33612.70914959435,1,25,22.0,-3.0,36385.12000000001,0,0.0,8,424206.58,53025.8225,Chèque,11,545478.91,49588.99181818182,Carte bancaire,3,-3436.8306818181736,True,56999.71114973422,3,65786.778,39671.19345454546,0,143466.4814605467,0,0,0,0
035f74e4,10,915905.52,91590.552,118386.24,87d76c1fb5,151.0,Particuliers,False,SALARIE CADRE MOYEN,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,7,456213.22,65173.31714285714,98236.12,87d76c1fb5,151.0,Particuliers,False,SALARIE CADRE MOYEN,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,3.0,205247.56,98236.12,0,1,0,18062.42277381765,1,25,22.0,-3.0,20150.12000000001,1,1.0,7,456213.22,65173.31714285714,Chèque,10,915905.52,91590.552,Carte bancaire,3,26417.23485714286,True,36625.4063824038,6,71031.744,73272.4416,0,145232.85294031023,0,0,0,0
036abb45,2,124367.54,62183.77,69039.2,0dee0ab5eb,156.0,TPE,False,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,20,1117294.86,55864.743,99332.05,0dee0ab5eb,156.0,GEI,False,SALARIE CADRE MOYEN,CLIENT INACTIF,Unknown,INDUSTRIE MANUFACTURIÈRE,10.0,492816.38,95701.99,0,0,0,35624.41176217466,1,25,15.0,-10.0,-26662.790000000008,1,1.0,20,1117294.86,55864.743,Chèque,2,124367.54,62183.77,Agence,-18,6319.026999999995,True,42225.6527734245,3,41423.52,49747.016,0,75335.6877902297,0,0,0,0
03966a45,7,311162.47,44451.78142857143,100143.99,fd41b89cbc,126.0,Particuliers,True,SALARIE AGENT D EXECUTION,NOUVEAU CLIENT,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,27,1417710.4,52507.79259259259,97064.55,fd41b89cbc,126.0,Particuliers,False,SALARIE AGENT D EXECUTION,NOUVEAU CLIENT,Unknown,INFORMATION ET COMMUNICATION,6.0,253745.19,89835.72,2,0,0,46049.440716438905,1,25,19.0,-6.0,10308.270000000004,1,1.0,27,1417710.4,52507.79259259259,Virement,7,311162.47,44451.78142857143,Carte bancaire,-20,-8056.011164021162,True,36609.51000755234,3,60086.394,35561.425142857144,0,121444.7515608555,0,0,0,0
039b7321,87,6363909.06,73148.37999999999,118580.09,0549f19645,133.0,Particuliers,False,TPE,NON SEGMENTE,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,0.0,0.0,0.0,0.0,30,1268862.69,42295.422999999995,99826.62,0549f19645,133.0,TPE,False,TPE,NON SEGMENTE,Unknown,ACTIV DE SCES ADMIN ET SOUTIEN,12.0,344782.38,80664.22,0,1,0,12163.994593385507,1,25,13.0,-12.0,37915.869999999995,1,1.0,30,1268862.69,42295.423,Chèque,87,6363909.06,73148.37999999999,Carte bancaire,57,30852.956999999995,True,98271.43885316882,5,71148.05399999999,58518.704,0,179162.20895995005,0,0,0,0
039ce64c,23,1481276.04,64403.30608695652,119604.51,1ebe7d37cb,104.0,PME,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,4,170458.69,42614.6725,66106.9,1ebe7d37cb,104.0,Particuliers,True,SALARIE CADRE MOYEN,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,2.0,51446.55,39574.68,1,0,0,33548.3245313545,1,25,23.0,-2.0,80029.82999999999,0,0.0,4,170458.69,42614.6725,Chèque,23,1481276.04,64403.30608695652,Virement,19,21788.633586956523,True,70162.249318679,3,71762.70599999999,51522.64486956522,0,177200.9367195863,0,0,0,0
03ae21ae,15,1009161.15,67277.41,119564.0,23674598cb,14.0,PRO,True,RETRAITE,S3 Essentiel,Unknown,TRANSPORTS ET ENTREPOSAGE,0.0,0.0,0.0,0.0,14,829460.6699999999,59247.19071428571,97153.49,23674598cb,14.0,GEI,False,RETRAITE,S3 Essentiel,Unknown,TRANSPORTS ET ENTREPOSAGE,5.0,315099.69,97153.49,2,0,0,26603.678226585474,1,25,20.0,-5.0,22410.509999999995,1,1.0,14,829460.6699999999,59247.19071428571,Chèque,15,1009161.15,67277.41,Carte bancaire,1,8030.2192857142945,True,51605.23130878531,3,71738.4,53821.92800000001,0,153870.83266145628,0,0,0,0
03cfc170,25,1573306.8699999999,62932.27479999999,119716.27,2db0d8bd07,120.0,TRE,True,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,2.0,126307.79,68487.18,0.08,14,753827.58,53844.82714285714,91980.52,2db0d8bd07,120.0,PME,False,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,INDUSTRIE MANUFACTURIÈRE,8.0,471498.48,91980.52,1,0,0,1611.3408784220296,1,25,17.0,-6.0,27735.75,0,0.0,14,753827.58,53844.82714285714,Chèque,25,1573306.87,62932.27479999999,Carte bancaire,11,9087.447657142851,True,99987.21336015803,4,71829.762,50345.81984,0,170710.5361235283,0,0,0,0
03d814a1,24,1258221.87,52425.911250000005,118257.94,e8ea6c726f,126.0,PRO,False,RENTIER,NON SEGMENTE,Unknown,INDUSTRIE MANUFACTURIÈRE,0.0,0.0,0.0,0.0,11,493452.79,44859.34454545454,82009.88,e8ea6c726f,126.0,PME,True,RENTIER,NON SEGMENTE,Unknown,INDUSTRIE MANUFACTURIÈRE,8.0,359317.8,82009.88,1,0,0,31210.73261897344,1,25,17.0,-8.0,36248.06,1,1.0,11,493452.79,44859.34454545454,Chèque,24,1258221.87,52425.911250000005,Carte bancaire,13,7566.566704545461,True,61135.60872562829,5,70954.764,41940.72900000001,0,161466.56918711303,0,0,0,0
03e01107,23,1417255.32,61619.79652173913,110346.72,c2180f87f0,75.0,PRO,False,RENTIER,NOUVEAU CLIENT,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,0.0,0.0,0.0,0.0,5,208073.58000000002,41614.716,78292.6,c2180f87f0,75.0,GEI,True,RENTIER,NOUVEAU CLIENT,Unknown,COMM ET RÉPAR AUTOS MOTOCYCL,2.0,78382.08,55191.16,0,0,0,5689.826366781525,1,25,23.0,-2.0,55155.56,0,0.0,5,208073.58,41614.716,Carte bancaire,23,1417255.32,61619.79652173913,Carte bancaire,18,20005.08052173913,False,61348.12943424121,5,66208.03199999999,49295.83721739131,0,152842.2946379113,0,0,0,0
03e2a0f1,3,268279.54,89426.51333333332,96505.24,25e58c1576,61.0,TRE,True,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,23,1304019.37,56696.49434782609,99250.05,25e58c1576,61.0,GEI,False,JEUNE,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,11.0,656984.51,98526.79,0,0,0,37645.70056549289,1,25,14.0,-11.0,-2021.5499999999884,0,0.0,23,1304019.37,56696.49434782609,Chèque,3,268279.54,89426.51333333332,Carte bancaire,-20,32730.01898550723,True,61732.347000383576,5,57903.144,71541.21066666667,0,115632.29651737238,0,0,0,0
03ee262c,54,3241682.88,60031.16444444444,118697.56,b477559984,15.0,Particuliers,False,TPE,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,2.0,175716.12,87858.06,0.037037037037037035,8,524413.22,65551.6525,92472.16,dafbabc193,15.0,TPE,True,TPE,S3 Essentiel,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0,1,0,39720.36606317224,1,25,25.0,2.0,118697.56,0,0.0,8,524413.22,65551.6525,Carte bancaire,54,3241682.88,60031.16444444444,Carte bancaire,46,-5520.488055555557,False,74712.64174098748,6,71218.536,48024.93155555555,3,192735.73052850727,0,0,0,0
03f80f22,16,840425.64,52526.6025,97895.23,72a912e95c,60.0,PRO,True,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,1.0,30498.03,30498.03,0.0625,12,506294.97000000003,42191.247500000005,88021.19,72a912e95c,60.0,GEI,False,RETRAITE,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,4.0,106230.02,48545.25,0,0,0,16094.443787766977,1,25,21.0,-3.0,49349.979999999996,0,0.0,12,506294.97,42191.247500000005,Carte bancaire,16,840425.64,52526.6025,Carte bancaire,4,10335.354999999996,False,51588.63259780767,3,58737.138,42021.28200000001,0,132080.3921654221,0,0,0,0
041d742d,18,959637.72,53313.206666666665,93206.97,640b000e6e,182.0,PME,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,23,1200150.81,52180.47,97250.39,640b000e6e,182.0,GEI,False,SALARIE AGENT D EXECUTION,NON SEGMENTE,BANQUE DIGITALE,AUTRES ACTIVITÉS DE SERVICES,11.0,646864.44,97250.39,1,0,0,12797.388078598904,1,25,14.0,-11.0,-4043.4199999999983,0,0.0,23,1200150.81,52180.47,Chèque,18,959637.72,53313.206666666665,Carte bancaire,-5,1132.736666666664,True,59145.019310671225,1,55924.182,42650.56533333333,0,110130.55598114937,0,0,0,0
0428d276,24,1291727.1400000001,53821.96416666667,117648.0,24e9c7cdc2,235.0,PME,False,TPE,S2 Premium,Unknown,CONSTRUCTION,1.0,31450.1,31450.1,0.041666666666666664,19,815188.64,42904.6652631579,99236.77,24e9c7cdc2,235.0,GEI,True,TPE,S2 Premium,Unknown,CONSTRUCTION,4.0,71008.81,38952.62,0,0,0,12648.330529422536,1,25,21.0,-3.0,78695.38,0,0.0,19,815188.64,42904.6652631579,Carte bancaire,24,1291727.14,53821.96416666667,Carte bancaire,5,10917.298903508774,False,72197.32324048708,4,70588.8,43057.57133333334,0,175251.11206938236,0,0,0,0
042cf38f,15,766460.8,51097.38666666667,111401.32,b17550ab5e,131.0,GEI,True,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ENSEIGNEMENT,1.0,71345.08,71345.08,0.06666666666666667,1,43912.2,43912.2,43912.2,b17550ab5e,131.0,GEI,True,SALARIE CADRE MOYEN,S3 Essentiel,Unknown,ENSEIGNEMENT,0.0,0.0,0.0,0,0,0,956.2777584365246,1,25,25.0,1.0,111401.32,0,0.0,1,43912.2,43912.2,Agence,15,766460.8,51097.38666666667,Carte bancaire,14,7185.186666666676,True,77454.49316999344,4,66840.792,40877.909333333344,1,182212.0247092958,0,0,0,0
04473fc5,6,441089.53,73514.92166666668,108084.59,05fd0a40a1,188.0,PME,False,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,ADMINISTRATION PUBLIQUE,1.0,70616.61,70616.61,0.16666666666666666,6,297145.93,49524.32166666666,90799.63,05fd0a40a1,188.0,Particuliers,False,SALARIE AGENT D EXECUTION,S5 Univers,Unknown,ADMINISTRATION PUBLIQUE,3.0,140030.9,90799.63,1,0,0,48151.340901654374,1,25,22.0,-2.0,17284.959999999992,1,1.0,6,297145.93,49524.32166666666,Chèque,6,441089.53,73514.92166666668,Carte bancaire,0,23990.600000000013,True,47166.86630459749,3,64850.75399999999,58811.93733333334,2,136864.84118953437,0,0,0,0
045884c2,10,624042.89,62404.289000000004,102571.49,483ea3b6c6,60.0,GEI,False,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,1.0,47527.69,47527.69,0.1,13,729814.35,56139.56538461538,95408.94,483ea3b6c6,60.0,GEI,False,SALARIE HAUT CADRE,S3 Essentiel,Unknown,ADMINISTRATION PUBLIQUE,4.0,213655.52,88313.51,0,3,2,1546.9307856519233,1,25,21.0,-3.0,14257.98000000001,0,0.0,13,729814.35,56139.56538461538,Chèque,10,624042.89,62404.289,Carte bancaire,-3,6264.723615384624,True,68157.4256412197,4,61542.894,49923.431200000006,0,131124.03355359103,0,0,0,0
045e2e80,28,1539309.3,54975.33214285714,110448.47,e8db3531aa,231.0,Particuliers,False,RETRAITE,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,0.0,0.0,0.0,0.0,6,199578.61,33263.10166666666,75631.62,e8db3531aa,231.0,GEI,True,RETRAITE,S3 Essentiel,Unknown,AUTRES ACTIVITÉS DE SERVICES,3.0,133466.66999999998,75631.62,2,0,0,13546.687432239984,1,25,22.0,-3.0,34816.850000000006,1,1.0,6,199578.61,33263.10166666666,Chèque,28,1539309.3,54975.33214285714,Carte bancaire,22,21712.23047619048,True,55839.57575419766,6,66269.082,43980.26571428572,0,149326.3284206683,0,0,0,0
0470ea7f,26,1290004.91,49615.57346153846,117126.15,60c087ca82,33.0,TPE,True,RENTIER,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,0.0,0.0,0.0,0.0,6,138493.26,23082.210000000003,47570.77,60c087ca82,33.0,PME,False,RENTIER,S2 Premium,Unknown,INFORMATION ET COMMUNICATION,2.0,56039.95,47570.77,2,0,0,10519.376854276774,1,25,23.0,-2.0,69555.38,0,0.0,6,138493.26,23082.210000000003,Chèque,26,1290004.91,49615.57346153846,Carte bancaire,20,26533.36346153845,True,55258.28175459643,2,70275.68999999999,39692.45876923077,0,163410.2407773584,0,0,0,0
0474b7fb,20,1156901.28,57845.064,119076.3,809d7a42b0,106.0,GEI,True,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,2.0,52439.87,27261.47,0.1,27,1320997.1,48925.81851851852,98403.1,809d7a42b0,106.0,Particuliers,False,SALARIE CADRE MOYEN,S4 Avenir,Unknown,ADMINISTRATION PUBLIQUE,11.0,418699.02,98403.1,0,0,0,26370.658668837517,1,25,14.0,-9.0,20673.199999999997,1,1.0,27,1320997.1,48925.81851851852,Chèque,20,1156901.28,57845.064,Carte bancaire,-7,8919.245481481477,True,84190.18868003799,3,71445.78,46276.0512,0,166838.7643010235,0,0,0,0
